SINGLES_COUNTRY_UND_JAZZ;S;MITCHELL, GUY;Crazy With Love;B;56;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MITCHELL, GUY;Heartaches By The Number;A;59;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MITCHELL, GUY;Singing The Blues;A;56;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MITCHELL, GUY;Two;B;59;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MONTY SUNSHINE QUARTETT;Hushabye;A;;Dixie;Mix
SINGLES_COUNTRY_UND_JAZZ;S;MONTY SUNSHINE QUARTETT;Si tu vois ma mere    ;A;;Dixie;Mix
SINGLES_COUNTRY_UND_JAZZ;S;MORRICONE, ENNIO;Das Lied Vom Tod;A;70;Instrumental;
SINGLES_COUNTRY_UND_JAZZ;S;MORRICONE, ENNIO;Spiel mir das Lied vom Tod;B;70;Instrumental;
SINGLES_COUNTRY_UND_JAZZ;S;NEW CHRISTY MINSTRELS, The;Denver;B;63;FolkPop;
SINGLES_COUNTRY_UND_JAZZ;S;NEW CHRISTY MINSTRELS, The;Green, Green;A;63;FolkPop;
SINGLES_COUNTRY_UND_JAZZ;S;NICHOLAS, ALBERT;Black and Blue;A;;Clarinet;EP
SINGLES_COUNTRY_UND_JAZZ;S;NICHOLAS, ALBERT;Bugle Call Blues   ;B;;Clarinet;EP
SINGLES_COUNTRY_UND_JAZZ;S;NICHOLAS, ALBERT;High Society  ;A;;Clarinet;EP
SINGLES_COUNTRY_UND_JAZZ;S;NICHOLAS, ALBERT;Wolverine Blues;B;;Clarinet;EP
SINGLES_COUNTRY_UND_JAZZ;S;OLD MERRY TALE JAZZBAND;Am Sonntag will mein Süsser mit mir Segeln Geh'n;A;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;OLD MERRY TALE JAZZBAND;Das Lied vom Angeln;A;;Pop;
SINGLES_COUNTRY_UND_JAZZ;S;OLD MERRY TALE JAZZBAND;Der Theodor im Fußballtor;B;;Pop;
